,政黨,得票數,得票率,縣市,區
6918,中國國民黨,1980,50.2666,臺東縣,池上鄉
6919,一邊一國行動黨,13,0.3300,臺東縣,池上鄉
6920,勞動黨,7,0.1777,臺東縣,池上鄉
6921,綠黨,72,1.8279,臺東縣,池上鄉
6922,宗教聯盟,13,0.3300,臺東縣,池上鄉
6923,民主進步黨,1129,28.6621,臺東縣,池上鄉
6924,台灣民眾黨,255,6.4737,臺東縣,池上鄉
6925,台灣維新,2,0.0508,臺東縣,池上鄉
6926,台澎黨,7,0.1777,臺東縣,池上鄉
6927,國會政黨聯盟,8,0.2031,臺東縣,池上鄉
6928,台灣團結聯盟,25,0.6347,臺東縣,池上鄉
6931,合一行動聯盟,10,0.2528,臺東縣,東河鄉
6932,中華統一促進黨,22,0.5561,臺東縣,東河鄉
6933,親民黨,110,2.7806,臺東縣,東河鄉
6934,安定力量,36,0.9100,臺東縣,東河鄉
6935,台灣基進,94,2.3761,臺東縣,東河鄉
6936,時代力量,170,4.2973,臺東縣,東河鄉
6937,新黨,26,0.6572,臺東縣,東河鄉
6938,喜樂島聯盟,13,0.3286,臺東縣,東河鄉
6939,中國國民黨,2354,59.5046,臺東縣,東河鄉
6940,一邊一國行動黨,40,1.0111,臺東縣,東河鄉
6941,勞動黨,8,0.2022,臺東縣,東河鄉
6942,綠黨,56,1.4156,臺東縣,東河鄉
6943,宗教聯盟,22,0.5561,臺東縣,東河鄉
6944,民主進步黨,811,20.5005,臺東縣,東河鄉
6945,台灣民眾黨,143,3.6148,臺東縣,東河鄉
6946,台灣維新,3,0.0758,臺東縣,東河鄉
6947,台澎黨,4,0.1011,臺東縣,東河鄉
6948,國會政黨聯盟,9,0.2275,臺東縣,東河鄉
6949,台灣團結聯盟,25,0.6320,臺東縣,東河鄉
6952,合一行動聯盟,16,0.4900,臺東縣,長濱鄉
6953,中華統一促進黨,21,0.6432,臺東縣,長濱鄉
6954,親民黨,76,2.3277,臺東縣,長濱鄉
6955,安定力量,24,0.7351,臺東縣,長濱鄉
6956,台灣基進,53,1.6233,臺東縣,長濱鄉
6957,時代力量,106,3.2466,臺東縣,長濱鄉
6958,新黨,32,0.9801,臺東縣,長濱鄉
6959,喜樂島聯盟,9,0.2757,臺東縣,長濱鄉
6960,中國國民黨,2076,63.5835,臺東縣,長濱鄉
6961,一邊一國行動黨,15,0.4594,臺東縣,長濱鄉
6962,勞動黨,11,0.3369,臺東縣,長濱鄉
6963,綠黨,42,1.2864,臺東縣,長濱鄉
6964,宗教聯盟,8,0.2450,臺東縣,長濱鄉
6965,民主進步黨,614,18.8055,臺東縣,長濱鄉
6966,台灣民眾黨,122,3.7366,臺東縣,長濱鄉
6967,台灣維新,2,0.0613,臺東縣,長濱鄉
6968,台澎黨,8,0.2450,臺東縣,長濱鄉
6969,國會政黨聯盟,6,0.1838,臺東縣,長濱鄉
6970,台灣團結聯盟,24,0.7351,臺東縣,長濱鄉
6973,合一行動聯盟,17,0.2883,臺東縣,太麻里鄉
6974,中華統一促進黨,32,0.5427,臺東縣,太麻里鄉
6975,親民黨,164,2.7815,臺東縣,太麻里鄉
6976,安定力量,50,0.8480,臺東縣,太麻里鄉
6977,台灣基進,90,1.5265,臺東縣,太麻里鄉
6978,時代力量,237,4.0197,臺東縣,太麻里鄉
6979,新黨,31,0.5258,臺東縣,太麻里鄉
6980,喜樂島聯盟,20,0.3392,臺東縣,太麻里鄉
6981,中國國民黨,3264,55.3596,臺東縣,太麻里鄉
6982,一邊一國行動黨,36,0.6106,臺東縣,太麻里鄉
6983,勞動黨,9,0.1526,臺東縣,太麻里鄉
6984,綠黨,74,1.2551,臺東縣,太麻里鄉
6985,宗教聯盟,14,0.2374,臺東縣,太麻里鄉
6986,民主進步黨,1465,24.8474,臺東縣,太麻里鄉
6987,台灣民眾黨,334,5.6649,臺東縣,太麻里鄉
6988,台灣維新,6,0.1018,臺東縣,太麻里鄉
6989,台澎黨,9,0.1526,臺東縣,太麻里鄉
6990,國會政黨聯盟,16,0.2714,臺東縣,太麻里鄉
6991,台灣團結聯盟,28,0.4749,臺東縣,太麻里鄉
6994,合一行動聯盟,5,0.1825,臺東縣,大武鄉
6995,中華統一促進黨,13,0.4745,臺東縣,大武鄉
6996,親民黨,69,2.5182,臺東縣,大武鄉
6997,安定力量,28,1.0219,臺東縣,大武鄉
6998,台灣基進,40,1.4599,臺東縣,大武鄉
6999,時代力量,69,2.5182,臺東縣,大武鄉
7000,新黨,16,0.5839,臺東縣,大武鄉
7001,喜樂島聯盟,20,0.7299,臺東縣,大武鄉
7002,中國國民黨,1728,63.0657,臺東縣,大武鄉
7003,一邊一國行動黨,15,0.5474,臺東縣,大武鄉
7004,勞動黨,4,0.1460,臺東縣,大武鄉
7005,綠黨,27,0.9854,臺東縣,大武鄉
7006,宗教聯盟,15,0.5474,臺東縣,大武鄉
7007,民主進步黨,546,19.9270,臺東縣,大武鄉
7008,台灣民眾黨,123,4.4891,臺東縣,大武鄉
7009,台灣維新,5,0.1825,臺東縣,大武鄉
7010,台澎黨,1,0.0365,臺東縣,大武鄉
7011,國會政黨聯盟,5,0.1825,臺東縣,大武鄉
7012,台灣團結聯盟,11,0.4015,臺東縣,大武鄉
7015,合一行動聯盟,5,0.2915,臺東縣,綠島鄉
7016,中華統一促進黨,7,0.4082,臺東縣,綠島鄉
7017,親民黨,50,2.9155,臺東縣,綠島鄉
7018,安定力量,5,0.2915,臺東縣,綠島鄉
7019,台灣基進,51,2.9738,臺東縣,綠島鄉
7020,時代力量,100,5.8309,臺東縣,綠島鄉
7021,新黨,11,0.6414,臺東縣,綠島鄉
7022,喜樂島聯盟,4,0.2332,臺東縣,綠島鄉
7023,中國國民黨,1076,62.7405,臺東縣,綠島鄉
7024,一邊一國行動黨,1,0.0583,臺東縣,綠島鄉
7025,勞動黨,2,0.1166,臺東縣,綠島鄉
7026,綠黨,28,1.6327,臺東縣,綠島鄉
7027,宗教聯盟,0,0.0000,臺東縣,綠島鄉
7028,民主進步黨,223,13.0029,臺東縣,綠島鄉
7029,台灣民眾黨,141,8.2216,臺東縣,綠島鄉
7030,台灣維新,0,0.0000,臺東縣,綠島鄉
7031,台澎黨,1,0.0583,臺東縣,綠島鄉
7032,國會政黨聯盟,7,0.4082,臺東縣,綠島鄉
7033,台灣團結聯盟,3,0.1749,臺東縣,綠島鄉
7036,合一行動聯盟,6,0.3317,臺東縣,海端鄉
7037,中華統一促進黨,9,0.4975,臺東縣,海端鄉
7038,親民黨,63,3.4826,臺東縣,海端鄉
7039,安定力量,34,1.8795,臺東縣,海端鄉
7040,台灣基進,22,1.2161,臺東縣,海端鄉
7041,時代力量,64,3.5379,臺東縣,海端鄉
7042,新黨,17,0.9397,臺東縣,海端鄉
7043,喜樂島聯盟,11,0.6081,臺東縣,海端鄉
7044,中國國民黨,1315,72.6921,臺東縣,海端鄉
7045,一邊一國行動黨,9,0.4975,臺東縣,海端鄉
7046,勞動黨,0,0.0000,臺東縣,海端鄉
7047,綠黨,14,0.7739,臺東縣,海端鄉
7048,宗教聯盟,3,0.1658,臺東縣,海端鄉
7049,民主進步黨,180,9.9502,臺東縣,海端鄉
7050,台灣民眾黨,51,2.8192,臺東縣,海端鄉
7051,台灣維新,0,0.0000,臺東縣,海端鄉
7052,台澎黨,1,0.0553,臺東縣,海端鄉
7053,國會政黨聯盟,5,0.2764,臺東縣,海端鄉
7054,台灣團結聯盟,5,0.2764,臺東縣,海端鄉
7057,合一行動聯盟,2,0.1172,臺東縣,延平鄉
7058,中華統一促進黨,8,0.4687,臺東縣,延平鄉
7059,親民黨,33,1.9332,臺東縣,延平鄉
7060,安定力量,22,1.2888,臺東縣,延平鄉
7061,台灣基進,35,2.0504,臺東縣,延平鄉
7062,時代力量,39,2.2847,臺東縣,延平鄉
7063,新黨,7,0.4101,臺東縣,延平鄉
7064,喜樂島聯盟,19,1.1131,臺東縣,延平鄉
7065,中國國民黨,1232,72.1734,臺東縣,延平鄉
7066,一邊一國行動黨,13,0.7616,臺東縣,延平鄉
7067,勞動黨,2,0.1172,臺東縣,延平鄉
7068,綠黨,19,1.1131,臺東縣,延平鄉
7069,宗教聯盟,4,0.2343,臺東縣,延平鄉
7070,民主進步黨,204,11.9508,臺東縣,延平鄉
7071,台灣民眾黨,57,3.3392,臺東縣,延平鄉
7072,台灣維新,1,0.0586,臺東縣,延平鄉
7073,台澎黨,2,0.1172,臺東縣,延平鄉
7074,國會政黨聯盟,1,0.0586,臺東縣,延平鄉
7075,台灣團結聯盟,7,0.4101,臺東縣,延平鄉
7078,合一行動聯盟,2,0.0936,臺東縣,金峰鄉
7079,中華統一促進黨,2,0.0936,臺東縣,金峰鄉
7080,親民黨,60,2.8077,臺東縣,金峰鄉
7081,安定力量,19,0.8891,臺東縣,金峰鄉
7082,台灣基進,21,0.9827,臺東縣,金峰鄉
7083,時代力量,55,2.5737,臺東縣,金峰鄉
7084,新黨,12,0.5615,臺東縣,金峰鄉
7085,喜樂島聯盟,6,0.2808,臺東縣,金峰鄉
7086,中國國民黨,1718,80.3931,臺東縣,金峰鄉
7087,一邊一國行動黨,2,0.0936,臺東縣,金峰鄉
7088,勞動黨,0,0.0000,臺東縣,金峰鄉
7089,綠黨,20,0.9359,臺東縣,金峰鄉
7090,宗教聯盟,3,0.1404,臺東縣,金峰鄉
7091,民主進步黨,143,6.6916,臺東縣,金峰鄉
7092,台灣民眾黨,67,3.1352,臺東縣,金峰鄉
7093,台灣維新,0,0.0000,臺東縣,金峰鄉
7094,台澎黨,0,0.0000,臺東縣,金峰鄉
7095,國會政黨聯盟,2,0.0936,臺東縣,金峰鄉
7096,台灣團結聯盟,5,0.2340,臺東縣,金峰鄉
7099,合一行動聯盟,4,0.2132,臺東縣,達仁鄉
7100,中華統一促進黨,4,0.2132,臺東縣,達仁鄉
7101,親民黨,42,2.2388,臺東縣,達仁鄉
7102,安定力量,41,2.1855,臺東縣,達仁鄉
7103,台灣基進,19,1.0128,臺東縣,達仁鄉
7104,時代力量,40,2.1322,臺東縣,達仁鄉
7105,新黨,6,0.3198,臺東縣,達仁鄉
7106,喜樂島聯盟,11,0.5864,臺東縣,達仁鄉
7107,中國國民黨,1461,77.8785,臺東縣,達仁鄉
7108,一邊一國行動黨,0,0.0000,臺東縣,達仁鄉
7109,勞動黨,1,0.0533,臺東縣,達仁鄉
7110,綠黨,15,0.7996,臺東縣,達仁鄉
7111,宗教聯盟,0,0.0000,臺東縣,達仁鄉
7112,民主進步黨,175,9.3284,臺東縣,達仁鄉
7113,台灣民眾黨,55,2.9318,臺東縣,達仁鄉
7114,台灣維新,0,0.0000,臺東縣,達仁鄉
7115,台澎黨,0,0.0000,臺東縣,達仁鄉
7116,國會政黨聯盟,1,0.0533,臺東縣,達仁鄉
7117,台灣團結聯盟,1,0.0533,臺東縣,達仁鄉
7120,合一行動聯盟,103,6.5190,臺東縣,蘭嶼鄉
7121,中華統一促進黨,9,0.5696,臺東縣,蘭嶼鄉
7122,親民黨,122,7.7215,臺東縣,蘭嶼鄉
7123,安定力量,15,0.9494,臺東縣,蘭嶼鄉
7124,台灣基進,54,3.4177,臺東縣,蘭嶼鄉
7125,時代力量,98,6.2025,臺東縣,蘭嶼鄉
7126,新黨,13,0.8228,臺東縣,蘭嶼鄉
7127,喜樂島聯盟,9,0.5696,臺東縣,蘭嶼鄉
7128,中國國民黨,792,50.1266,臺東縣,蘭嶼鄉
7129,一邊一國行動黨,2,0.1266,臺東縣,蘭嶼鄉
7130,勞動黨,5,0.3165,臺東縣,蘭嶼鄉
7131,綠黨,65,4.1139,臺東縣,蘭嶼鄉
7132,宗教聯盟,6,0.3797,臺東縣,蘭嶼鄉
7133,民主進步黨,221,13.9873,臺東縣,蘭嶼鄉
7134,台灣民眾黨,55,3.4810,臺東縣,蘭嶼鄉
7135,台灣維新,7,0.4430,臺東縣,蘭嶼鄉
7136,台澎黨,0,0.0000,臺東縣,蘭嶼鄉
7137,國會政黨聯盟,1,0.0633,臺東縣,蘭嶼鄉
7138,台灣團結聯盟,3,0.1899,臺東縣,蘭嶼鄉
7141,合一行動聯盟,38,0.1188,澎湖縣,馬公市
7142,中華統一促進黨,111,0.3471,澎湖縣,馬公市
7143,親民黨,1227,3.8373,澎湖縣,馬公市
7144,安定力量,141,0.4410,澎湖縣,馬公市
7145,台灣基進,924,2.8897,澎湖縣,馬公市
7146,時代力量,2301,7.1960,澎湖縣,馬公市
7147,新黨,270,0.8444,澎湖縣,馬公市
7148,喜樂島聯盟,80,0.2502,澎湖縣,馬公市
7149,中國國民黨,12103,37.8503,澎湖縣,馬公市
7150,一邊一國行動黨,250,0.7818,澎湖縣,馬公市
7151,勞動黨,31,0.0969,澎湖縣,馬公市
7152,綠黨,604,1.8889,澎湖縣,馬公市
7153,宗教聯盟,84,0.2627,澎湖縣,馬公市
7154,民主進步黨,10289,32.1773,澎湖縣,馬公市
7155,台灣民眾黨,3160,9.8824,澎湖縣,馬公市
7156,台灣維新,16,0.0500,澎湖縣,馬公市
7157,台澎黨,116,0.3628,澎湖縣,馬公市
7158,國會政黨聯盟,37,0.1157,澎湖縣,馬公市
7159,台灣團結聯盟,194,0.6067,澎湖縣,馬公市
7162,合一行動聯盟,12,0.1638,澎湖縣,湖西鄉
7163,中華統一促進黨,18,0.2457,澎湖縣,湖西鄉
7164,親民黨,276,3.7674,澎湖縣,湖西鄉
7165,安定力量,28,0.3822,澎湖縣,湖西鄉
7166,台灣基進,220,3.0030,澎湖縣,湖西鄉
7167,時代力量,361,4.9277,澎湖縣,湖西鄉
7168,新黨,50,0.6825,澎湖縣,湖西鄉
7169,喜樂島聯盟,15,0.2048,澎湖縣,湖西鄉
7170,中國國民黨,2368,32.3232,澎湖縣,湖西鄉
7171,一邊一國行動黨,69,0.9419,澎湖縣,湖西鄉
7172,勞動黨,9,0.1229,澎湖縣,湖西鄉
7173,綠黨,117,1.5971,澎湖縣,湖西鄉
7174,宗教聯盟,25,0.3413,澎湖縣,湖西鄉
7175,民主進步黨,3028,41.3322,澎湖縣,湖西鄉
7176,台灣民眾黨,589,8.0399,澎湖縣,湖西鄉
7177,台灣維新,10,0.1365,澎湖縣,湖西鄉
7178,台澎黨,44,0.6006,澎湖縣,湖西鄉
7179,國會政黨聯盟,12,0.1638,澎湖縣,湖西鄉
7180,台灣團結聯盟,75,1.0238,澎湖縣,湖西鄉
7183,合一行動聯盟,6,0.1445,澎湖縣,白沙鄉
7184,中華統一促進黨,18,0.4336,澎湖縣,白沙鄉
7185,親民黨,148,3.5654,澎湖縣,白沙鄉
7186,安定力量,17,0.4095,澎湖縣,白沙鄉
7187,台灣基進,108,2.6018,澎湖縣,白沙鄉
7188,時代力量,168,4.0472,澎湖縣,白沙鄉
7189,新黨,33,0.7950,澎湖縣,白沙鄉
7190,喜樂島聯盟,6,0.1445,澎湖縣,白沙鄉
7191,中國國民黨,1692,40.7613,澎湖縣,白沙鄉
7192,一邊一國行動黨,32,0.7709,澎湖縣,白沙鄉
7193,勞動黨,9,0.2168,澎湖縣,白沙鄉
7194,綠黨,57,1.3732,澎湖縣,白沙鄉
7195,宗教聯盟,18,0.4336,澎湖縣,白沙鄉
7196,民主進步黨,1482,35.7022,澎湖縣,白沙鄉
7197,台灣民眾黨,293,7.0585,澎湖縣,白沙鄉
7198,台灣維新,5,0.1205,澎湖縣,白沙鄉
7199,台澎黨,25,0.6023,澎湖縣,白沙鄉
7200,國會政黨聯盟,8,0.1927,澎湖縣,白沙鄉
7201,台灣團結聯盟,26,0.6264,澎湖縣,白沙鄉
7204,合一行動聯盟,8,0.2281,澎湖縣,西嶼鄉
7205,中華統一促進黨,10,0.2851,澎湖縣,西嶼鄉
7206,親民黨,158,4.5053,澎湖縣,西嶼鄉
7207,安定力量,10,0.2851,澎湖縣,西嶼鄉
7208,台灣基進,82,2.3382,澎湖縣,西嶼鄉
7209,時代力量,154,4.3912,澎湖縣,西嶼鄉
7210,新黨,23,0.6558,澎湖縣,西嶼鄉
7211,喜樂島聯盟,9,0.2566,澎湖縣,西嶼鄉
7212,中國國民黨,1304,37.1828,澎湖縣,西嶼鄉
7213,一邊一國行動黨,30,0.8554,澎湖縣,西嶼鄉
7214,勞動黨,7,0.1996,澎湖縣,西嶼鄉
7215,綠黨,36,1.0265,澎湖縣,西嶼鄉
7216,宗教聯盟,8,0.2281,澎湖縣,西嶼鄉
7217,民主進步黨,1344,38.3234,澎湖縣,西嶼鄉
7218,台灣民眾黨,271,7.7274,澎湖縣,西嶼鄉
7219,台灣維新,5,0.1426,澎湖縣,西嶼鄉
7220,台澎黨,27,0.7699,澎湖縣,西嶼鄉
7221,國會政黨聯盟,8,0.2281,澎湖縣,西嶼鄉
7222,台灣團結聯盟,13,0.3707,澎湖縣,西嶼鄉
7225,合一行動聯盟,1,0.0678,澎湖縣,望安鄉
7226,中華統一促進黨,2,0.1357,澎湖縣,望安鄉
7227,親民黨,84,5.6988,澎湖縣,望安鄉
7228,安定力量,6,0.4071,澎湖縣,望安鄉
7229,台灣基進,53,3.5957,澎湖縣,望安鄉
7230,時代力量,84,5.6988,澎湖縣,望安鄉
7231,新黨,5,0.3392,澎湖縣,望安鄉
7232,喜樂島聯盟,4,0.2714,澎湖縣,望安鄉
7233,中國國民黨,470,31.8860,澎湖縣,望安鄉
7234,一邊一國行動黨,24,1.6282,澎湖縣,望安鄉
7235,勞動黨,0,0.0000,澎湖縣,望安鄉
7236,綠黨,23,1.5604,澎湖縣,望安鄉
7237,宗教聯盟,2,0.1357,澎湖縣,望安鄉
7238,民主進步黨,603,40.9091,澎湖縣,望安鄉
7239,台灣民眾黨,94,6.3772,澎湖縣,望安鄉
7240,台灣維新,0,0.0000,澎湖縣,望安鄉
7241,台澎黨,5,0.3392,澎湖縣,望安鄉
7242,國會政黨聯盟,3,0.2035,澎湖縣,望安鄉
7243,台灣團結聯盟,11,0.7463,澎湖縣,望安鄉
7246,合一行動聯盟,6,0.5515,澎湖縣,七美鄉
7247,中華統一促進黨,15,1.3787,澎湖縣,七美鄉
7248,親民黨,67,6.1581,澎湖縣,七美鄉
7249,安定力量,3,0.2757,澎湖縣,七美鄉
7250,台灣基進,44,4.0441,澎湖縣,七美鄉
7251,時代力量,58,5.3309,澎湖縣,七美鄉
7252,新黨,3,0.2757,澎湖縣,七美鄉
7253,喜樂島聯盟,2,0.1838,澎湖縣,七美鄉
7254,中國國民黨,475,43.6581,澎湖縣,七美鄉
7255,一邊一國行動黨,10,0.9191,澎湖縣,七美鄉
7256,勞動黨,1,0.0919,澎湖縣,七美鄉
7257,綠黨,20,1.8382,澎湖縣,七美鄉
7258,宗教聯盟,33,3.0331,澎湖縣,七美鄉
7259,民主進步黨,245,22.5184,澎湖縣,七美鄉
7260,台灣民眾黨,87,7.9963,澎湖縣,七美鄉
7261,台灣維新,4,0.3676,澎湖縣,七美鄉
7262,台澎黨,2,0.1838,澎湖縣,七美鄉
7263,國會政黨聯盟,5,0.4596,澎湖縣,七美鄉
7264,台灣團結聯盟,8,0.7353,澎湖縣,七美鄉
7267,合一行動聯盟,9,0.0603,金門縣,金城鎮
7268,中華統一促進黨,105,0.7034,金門縣,金城鎮
7269,親民黨,444,2.9743,金門縣,金城鎮
7270,安定力量,83,0.5560,金門縣,金城鎮
7271,台灣基進,228,1.5273,金門縣,金城鎮
7272,時代力量,768,5.1447,金門縣,金城鎮
7273,新黨,533,3.5705,金門縣,金城鎮
7274,喜樂島聯盟,23,0.1541,金門縣,金城鎮
7275,中國國民黨,9856,66.0236,金門縣,金城鎮
7276,一邊一國行動黨,17,0.1139,金門縣,金城鎮
7277,勞動黨,17,0.1139,金門縣,金城鎮
7278,綠黨,266,1.7819,金門縣,金城鎮
7279,宗教聯盟,47,0.3148,金門縣,金城鎮
7280,民主進步黨,1213,8.1257,金門縣,金城鎮
7281,台灣民眾黨,1262,8.4539,金門縣,金城鎮
7282,台灣維新,10,0.0670,金門縣,金城鎮
7283,台澎黨,7,0.0469,金門縣,金城鎮
7284,國會政黨聯盟,24,0.1608,金門縣,金城鎮
7285,台灣團結聯盟,16,0.1072,金門縣,金城鎮
7288,合一行動聯盟,13,0.1882,金門縣,金沙鎮
7289,中華統一促進黨,49,0.7092,金門縣,金沙鎮
7290,親民黨,184,2.6632,金門縣,金沙鎮
7291,安定力量,26,0.3763,金門縣,金沙鎮
7292,台灣基進,97,1.4040,金門縣,金沙鎮
7293,時代力量,279,4.0382,金門縣,金沙鎮
7294,新黨,194,2.8079,金門縣,金沙鎮
7295,喜樂島聯盟,12,0.1737,金門縣,金沙鎮
7296,中國國民黨,4914,71.1246,金門縣,金沙鎮
7297,一邊一國行動黨,15,0.2171,金門縣,金沙鎮
7298,勞動黨,12,0.1737,金門縣,金沙鎮
7299,綠黨,77,1.1145,金門縣,金沙鎮
7300,宗教聯盟,13,0.1882,金門縣,金沙鎮
7301,民主進步黨,429,6.2093,金門縣,金沙鎮
7302,台灣民眾黨,550,7.9606,金門縣,金沙鎮
7303,台灣維新,3,0.0434,金門縣,金沙鎮
7304,台澎黨,8,0.1158,金門縣,金沙鎮
7305,國會政黨聯盟,17,0.2461,金門縣,金沙鎮
7306,台灣團結聯盟,17,0.2461,金門縣,金沙鎮
7309,合一行動聯盟,8,0.0759,金門縣,金湖鎮
7310,中華統一促進黨,56,0.5310,金門縣,金湖鎮
7311,親民黨,332,3.1481,金門縣,金湖鎮
7312,安定力量,23,0.2181,金門縣,金湖鎮
7313,台灣基進,165,1.5646,金門縣,金湖鎮
7314,時代力量,510,4.8360,金門縣,金湖鎮
7315,新黨,282,2.6740,金門縣,金湖鎮
7316,喜樂島聯盟,15,0.1422,金門縣,金湖鎮
7317,中國國民黨,6933,65.7406,金門縣,金湖鎮
7318,一邊一國行動黨,20,0.1896,金門縣,金湖鎮
7319,勞動黨,17,0.1612,金門縣,金湖鎮
7320,綠黨,178,1.6878,金門縣,金湖鎮
7321,宗教聯盟,52,0.4931,金門縣,金湖鎮
7322,民主進步黨,823,7.8039,金門縣,金湖鎮
7323,台灣民眾黨,1075,10.1934,金門縣,金湖鎮
7324,台灣維新,7,0.0664,金門縣,金湖鎮
7325,台澎黨,7,0.0664,金門縣,金湖鎮
7326,國會政黨聯盟,23,0.2181,金門縣,金湖鎮
7327,台灣團結聯盟,20,0.1896,金門縣,金湖鎮
7330,合一行動聯盟,15,0.1375,金門縣,金寧鄉
7331,中華統一促進黨,66,0.6049,金門縣,金寧鄉
7332,親民黨,305,2.7956,金門縣,金寧鄉
7333,安定力量,41,0.3758,金門縣,金寧鄉
7334,台灣基進,278,2.5481,金門縣,金寧鄉
7335,時代力量,940,8.6159,金門縣,金寧鄉
7336,新黨,264,2.4198,金門縣,金寧鄉
7337,喜樂島聯盟,22,0.2016,金門縣,金寧鄉
7338,中國國民黨,6479,59.3859,金門縣,金寧鄉
7339,一邊一國行動黨,21,0.1925,金門縣,金寧鄉
7340,勞動黨,11,0.1008,金門縣,金寧鄉
7341,綠黨,193,1.7690,金門縣,金寧鄉
7342,宗教聯盟,26,0.2383,金門縣,金寧鄉
7343,民主進步黨,1115,10.2200,金門縣,金寧鄉
7344,台灣民眾黨,1061,9.7250,金門縣,金寧鄉
7345,台灣維新,10,0.0917,金門縣,金寧鄉
7346,台澎黨,6,0.0550,金門縣,金寧鄉
7347,國會政黨聯盟,35,0.3208,金門縣,金寧鄉
7348,台灣團結聯盟,22,0.2016,金門縣,金寧鄉
7351,合一行動聯盟,4,0.1108,金門縣,烈嶼鄉
7352,中華統一促進黨,26,0.7202,金門縣,烈嶼鄉
7353,親民黨,87,2.4100,金門縣,烈嶼鄉
7354,安定力量,16,0.4432,金門縣,烈嶼鄉
7355,台灣基進,42,1.1634,金門縣,烈嶼鄉
7356,時代力量,138,3.8227,金門縣,烈嶼鄉
7357,新黨,101,2.7978,金門縣,烈嶼鄉
7358,喜樂島聯盟,4,0.1108,金門縣,烈嶼鄉
7359,中國國民黨,2612,72.3546,金門縣,烈嶼鄉
7360,一邊一國行動黨,5,0.1385,金門縣,烈嶼鄉
7361,勞動黨,6,0.1662,金門縣,烈嶼鄉
7362,綠黨,49,1.3573,金門縣,烈嶼鄉
7363,宗教聯盟,6,0.1662,金門縣,烈嶼鄉
7364,民主進步黨,261,7.2299,金門縣,烈嶼鄉
7365,台灣民眾黨,234,6.4820,金門縣,烈嶼鄉
7366,台灣維新,5,0.1385,金門縣,烈嶼鄉
7367,台澎黨,2,0.0554,金門縣,烈嶼鄉
7368,國會政黨聯盟,7,0.1939,金門縣,烈嶼鄉
7369,台灣團結聯盟,5,0.1385,金門縣,烈嶼鄉
7372,合一行動聯盟,0,0.0000,金門縣,烏坵鄉
7373,中華統一促進黨,1,0.8929,金門縣,烏坵鄉
7374,親民黨,0,0.0000,金門縣,烏坵鄉
7375,安定力量,0,0.0000,金門縣,烏坵鄉
7376,台灣基進,1,0.8929,金門縣,烏坵鄉
7377,時代力量,3,2.6786,金門縣,烏坵鄉
7378,新黨,2,1.7857,金門縣,烏坵鄉
7379,喜樂島聯盟,0,0.0000,金門縣,烏坵鄉
7380,中國國民黨,91,81.2500,金門縣,烏坵鄉
7381,一邊一國行動黨,0,0.0000,金門縣,烏坵鄉
7382,勞動黨,1,0.8929,金門縣,烏坵鄉
7383,綠黨,2,1.7857,金門縣,烏坵鄉
7384,宗教聯盟,0,0.0000,金門縣,烏坵鄉
7385,民主進步黨,5,4.4643,金門縣,烏坵鄉
7386,台灣民眾黨,6,5.3571,金門縣,烏坵鄉
7387,台灣維新,0,0.0000,金門縣,烏坵鄉
7388,台澎黨,0,0.0000,金門縣,烏坵鄉
7389,國會政黨聯盟,0,0.0000,金門縣,烏坵鄉
7390,台灣團結聯盟,0,0.0000,金門縣,烏坵鄉
7393,合一行動聯盟,9,0.2423,連江縣,南竿鄉
7394,中華統一促進黨,19,0.5114,連江縣,南竿鄉
7395,親民黨,112,3.0148,連江縣,南竿鄉
7396,安定力量,15,0.4038,連江縣,南竿鄉
7397,台灣基進,46,1.2382,連江縣,南竿鄉
7398,時代力量,214,5.7604,連江縣,南竿鄉
7399,新黨,129,3.4724,連江縣,南竿鄉
7400,喜樂島聯盟,3,0.0808,連江縣,南竿鄉
7401,中國國民黨,2483,66.8371,連江縣,南竿鄉
7402,一邊一國行動黨,7,0.1884,連江縣,南竿鄉
7403,勞動黨,4,0.1077,連江縣,南竿鄉
7404,綠黨,68,1.8304,連江縣,南竿鄉
7405,宗教聯盟,1,0.0269,連江縣,南竿鄉
7406,民主進步黨,267,7.1871,連江縣,南竿鄉
7407,台灣民眾黨,320,8.6137,連江縣,南竿鄉
7408,台灣維新,1,0.0269,連江縣,南竿鄉
7409,台澎黨,2,0.0538,連江縣,南竿鄉
7410,國會政黨聯盟,8,0.2153,連江縣,南竿鄉
7411,台灣團結聯盟,7,0.1884,連江縣,南竿鄉
7414,合一行動聯盟,2,0.1830,連江縣,北竿鄉
7415,中華統一促進黨,4,0.3660,連江縣,北竿鄉
7416,親民黨,32,2.9277,連江縣,北竿鄉
7417,安定力量,3,0.2745,連江縣,北竿鄉
7418,台灣基進,13,1.1894,連江縣,北竿鄉
7419,時代力量,44,4.0256,連江縣,北竿鄉
7420,新黨,34,3.1107,連江縣,北竿鄉
7421,喜樂島聯盟,3,0.2745,連江縣,北竿鄉
7422,中國國民黨,763,69.8079,連江縣,北竿鄉
